Account Name,Account Number,Account Type,National Account,Brand,Branch,Main Phone,Account Executive,Last Billed On,Address 1: Street 1,Address 1: Street 2,Address 1: City,Address 1: ZIP/Postal Code
"Clark Properties, Inc",408977,Customer,No,ProLogistix,"St. Louis, MO",(314) 389-8822,House Account,8/18/13,3901 Union Blvd Ste 104 A,,Saint Louis,63115
Classroom Library,606536,Prospect,No,ProLogistix,"St. Louis, MO",(888) 318-2665,Matt Biehl,,3901 Union Blvd # 155,,Saint Louis,63115
Clean Uniform,697728,Prospect,No,ProLogistix,"St. Louis, MO",(314) 421-1220,Craig Carmody,,1316 7th Blvd,,Saint Louis,63104
CLM Pallet Recycling,552228,Prospect,No,ProLogistix,"St. Louis, MO",(314) 428-2924,Matt Biehl,,8502 Delport Drive,,Saint Louis,63114
Clopay Building Products,231145,Customer,,ProLogistix,"St. Louis, MO",3142987788,House Account,4/23/17,13830 Parks Steed Drive,,EARTH CITY,63045
Clopay Corporation,729521,Prospect,No,ProLogistix,"St. Louis, MO",(314) 298-7788,Matt Biehl,3/24/24,13830 Parks Steed Drive,,Earth City,63045
Coastal Business Supplies Inc,593275,Customer,No,ProLogistix,"St. Louis, MO",8805627760,Matt Biehl,6/25/17,5600 Anglum Ct Ste B,,Hazelwood,63042
Coca Cola,700916,Prospect,No,ProLogistix,"St. Louis, MO",63301,Craig Carmody,,3800 Mueller Rd,,Saint Charles,63301
Coca Cola Wright City,640050,Prospect,No,ProLogistix,"St. Louis, MO",(636) 745-7940,Matt Biehl,,,,Wright City,63390
Coldstor,640047,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,"1700-, 1900 Crystal Industrial Ct",,Saint Louis,63114
Community Tire,511635,Prospect,No,ProLogistix,"St. Louis, MO",(314) 241-3737,Matt Biehl,,9124 Pershall Rd,,Hazelwood,63042
Concordance Healthcare Solutions,512277,Prospect,No,ProLogistix,"St. Louis, MO",(314) 291-2900,Matt Biehl,,13400 Lakefront Dr,,Earth City,63045
Concordia Publishing Solutions,648092,Prospect,No,ProLogistix,"St. Louis, MO",(314) 268-1000,Matt Biehl,,3558 S Jefferson Ave,,Saint Louis,63118
Concourse Sports,605666,Prospect,No,ProLogistix,"St. Louis, MO",(888) 393-2944,Matt Biehl,,2293 Grissom Dr,,Saint Louis,63146
Controltech Automation,408126,Prospect,No,ProLogistix,"St. Louis, MO",(314) 991-3700,House Account,11/1/15,1121 North Warson Rd,,Saint Louis,63132
Convenience Products,585012,Prospect,No,ProLogistix,"St. Louis, MO",(636) 349-5855,Matt Biehl,,866 Horan Dr,,Fenton,63026
Conversource,403929,Prospect,No,ProLogistix,"St. Louis, MO",(314) 824-0001,House Account,,1510 Page Industrial Blvd,,Olivette,63132
Cord Moving & Storage,522003,Prospect,No,ProLogistix,"St. Louis, MO",(314) 291-7440,Matt Biehl,,4101 Rider Trail North,,Earth City,63045
Core & Main,646979,Prospect,No,ProLogistix,"St. Louis, MO",(314) 432-4750,Matt Biehl,,11665 Lackland Rd,,Saint Louis,63146
Corley Printing,400921,Prospect,No,ProLogistix,"St. Louis, MO",(314) 739-3777,House Account,,3777 Rider Trail South,,Earth City,63045
Corporate Express,217872,Prospect,,ProLogistix,"St. Louis, MO",(314) 426-1222,House Account,,8941 Springdale,,SAINT LOUIS,63134
Corrpak,459331,Prospect,No,ProLogistix,"St. Louis, MO",(636) 537-2885,House Account,,719 Spirit 40 Park,,Chesterfield,63005
Cort Furniture Rental,612704,Prospect,No,ProLogistix,"St. Louis, MO",(314) 770-1406,Matt Biehl,,501 Fountain Lakes Blvd,,Saint Charles,63301
Cosentino,695692,Prospect,No,ProLogistix,"St. Louis, MO",(314) 739-4610,Craig Carmody,,3160 Rider Trail S,,Earth City,63045
Cott Beverages,690145,Prospect,No,ProLogistix,"St. Louis, MO",(314) 567-1300,Craig Carmody,,7275 Hazelwood Ave,,Saint Louis,63134
Cowley Distributing,582573,Customer,No,ProLogistix,"St. Louis, MO",(314) 291-7775,Matt Biehl,,687 Fee Fee Rd,,Maryland Heights,63043
CR Metal Products Inc,408666,Customer,No,ProLogistix,"St. Louis, MO",(314) 994-9550 x770,House Account,2/23/14,10655 Gateway Blvd,,Saint Louis,63132
Crate & Barrel,613640,Prospect,No,ProLogistix,"St. Louis, MO",(314) 567-6060,Matt Biehl,,2001 Innerbelt Business Center Dr,,Saint Louis,63114
Crescent Park,661444,Customer,No,ProLogistix,"St. Louis, MO",(844) 388-3628,Matt Biehl,12/24/18,100 Enterprise Dr Suite C,,Edwardsville,62025
Crescent Park,661460,Prospect,No,ProLogistix,"St. Louis, MO",(844) 388-3628,Matt Biehl,12/24/18,100 Enterprise Dr Suite C,,Edwardsville,62025
Crescent Parts & Equipment,596194,Prospect,No,ProLogistix,"St. Louis, MO",(314) 647-5511,Matt Biehl,,5121 Manchester Rd,,Saint Louis,63110
Crest Industries,544257,Prospect,No,ProLogistix,"St. Louis, MO",(636) 349-4800,Matt Biehl,,231 Larkin Williams Ind Ct,,Fenton,63026
Crossroad Courier,708963,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,2008 Altom Ct,,Saint Louis,63146
Crown Packaging Corp.,582569,Prospect,No,ProLogistix,"St. Louis, MO",(314) 731-4927,Matt Biehl,,123 James S McDonnell Blvd,,Hazelwood,63042
CS Flooring,595394,Prospect,No,ProLogistix,"St. Louis, MO",(314) 432-0600,Matt Biehl,,11632 Fairgrove Industrial Blvd,,Maryland Heights,63043
CTA,585014,Prospect,No,ProLogistix,"St. Louis, MO",(636) 305-3100,Matt Biehl,,1625 Larkin Williams Rd,,Fenton,63026
CTDI,680791,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,2017 Corporate 44 Dr,,Fenton,63026
Cummings,698961,Prospect,No,ProLogistix,"St. Louis, MO",(636) 660-7696,Craig Carmody,,2247 Cassens Dr,,Fenton,63026
"Curtis-Toledo, Inc",232447,Customer,No,ProLogistix,"St. Louis, MO",3143831300,Matt Biehl,4/11/21,1905 Kienlen Ave,,SAINT LOUIS,63133
Custom Assembly,668820,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,9215 Riverview Dr,,Saint Louis,63137
Dakota Blenders,433373,Prospect,No,ProLogistix,"St. Louis, MO",(314) 898-9944,House Account,,,,,
Dalton Logistics,559765,Prospect,No,ProLogistix,"St. Louis, MO",(314) 770-0072,Matt Biehl,,4045 Lakefront Court,,Earth City,63045
Dan’s Kitchen and Bath,586059,Prospect,No,ProLogistix,"St. Louis, MO",(618) 667-4608,Matt Biehl,,1008 Troy Ofallon Road,,Troy,62294
DAP Products Inc,653900,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,1645 Manufacturers Dr,,Fenton,63026
Datamax,560791,Prospect,No,ProLogistix,"St. Louis, MO",(314) 633-1400,Matt Biehl,,6717 Waldemar Ave,,Saint Louis,63139
DataSource,227352,Customer,,ProLogistix,"St. Louis, MO",(314) 432-7888,House Account,3/30/14,8212-B Lackland,,SAINT LOUIS,63114
Davidson Surface/Air,462828,Customer,No,ProLogistix,"St. Louis, MO",3142987908,Matt Biehl,6/25/17,11990 Missouri Bottom Rd,,Hazelwood,63042
Dayton Freight lines/St. Louis,698514,Prospect,No,ProLogistix,"St. Louis, MO",(314) 385-3751,Craig Carmody,,1000 Executive Centre Pkwy,,Saint Peters,63376
DB Schenker,409359,Prospect,No,ProLogistix,"St. Louis, MO",(618) 709-5238,House Account,,#3 Gateway Center,,Edwardsville,62026
"DB Schenker / Edwardsville, IL/P&G",230859,Prospect,Yes,ProLogistix,"St. Louis, MO",(336) 255-6694,House Account,4/3/16,#3 Gateway Commerce Center Dr.,,Edwardsville,62025
"DB Schenker/Edwardsville, IL / Royal Canine",661442,Prospect,Yes,ProLogistix,"St. Louis, MO",,House Account,12/24/18,3049 Gateway Commerce Center South,,Edwardsville,62025
"DB Schenker/Edwardsville, IL / Royal Canine",661458,Prospect,Yes,ProLogistix,"St. Louis, MO",,House Account,12/24/18,3049 Gateway Commerce Center South,,Edwardsville,62025
"DB Schenker/Edwardsville, IL/P&G",661441,Prospect,Yes,ProLogistix,"St. Louis, MO",(336) 255-6694,House Account,12/24/18,#3 Gateway Commerce Center Drive,,Edwardsville,62025
"DB Schenker/Edwardsville, IL/P&G",661457,Prospect,Yes,ProLogistix,"St. Louis, MO",(336) 255-6694,House Account,12/24/18,#3 Gateway Commerce Center Drive,,Edwardsville,62025
"DB Schenker/St Louis, MO /Reckitt Benckiser",587297,Customer,Yes,ProLogistix,"St. Louis, MO",,Matt Biehl,3/17/19,2001 Premier Parkway,,Saint Peters,63376
DClimate,683471,Prospect,No,ProLogistix,"St. Louis, MO",(636) 352-1332,Craig Carmody,,83 Weldon Parkway,,Maryland Heights,63043
"Dealer Tire / St. Louis, MO",433502,Customer,Yes,ProLogistix,"St. Louis, MO",3143068392,Matt Biehl,11/6/22,8000 Hall St,,Saint Louis,63147
Deko International,544186,Prospect,No,ProLogistix,"St. Louis, MO",(314) 298-0910,Matt Biehl,,4283 Shoreline Dr,,Earth City,63045
Demar Logistics,521721,Prospect,No,ProLogistix,"St. Louis, MO",(314) 296-4286,Matt Biehl,,6951 N Hanley Rd,,Hazelwood,63042
Demar Logistics Inc,439478,Customer,No,ProLogistix,"St. Louis, MO",(636) 352-0735,House Account,11/15/15,6951 N. Hanley Rd,,Hazelwood,63042
Derma Sciences,408741,Customer,No,ProLogistix,"St. Louis, MO",(636) 326-7884,House Account,7/12/15,"214 Carnegie Center, Suite 300",,Princeton,08540
Dhl Global Mail,225765,Prospect,,ProLogistix,"St. Louis, MO",(314) 252-3565,House Account,8/1/10,11401 Moog Drive,,St. Louis,63146
Dhl Global Mail / St. Louis,738887,Prospect,Yes,ProLogistix,"St. Louis, MO",(314) 252-3565,Susan Ruester,4/12/21,11401 Moog Drive,,SAINT LOUIS,63146
DHL/Nike,673867,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,101 Interstate Dr,,Wentzville,63385
Dial Corporation,210020,Prospect,,ProLogistix,"St. Louis, MO",(618) 931-8796,House Account,,1 Gateway Commerce Center Dr,,EDWARDSVILLE,62025
Diba Imports,613637,Customer,No,ProLogistix,"St. Louis, MO",3143731280,Matt Biehl,3/11/18,3630 Corporate Trail Dr,,Earth City,63045
Dierbergs Central Kitchen,512568,Prospect,No,ProLogistix,"St. Louis, MO",(314) 209-8500,Matt Biehl,,3400-B Hollenberg Drive,,Bridgeton,63044
Dierbergs headquarters,684019,Prospect,No,ProLogistix,"St. Louis, MO",(636) 532-8884,Craig Carmody,,16690 Swingley Ridge Rd,,Chesterfield,63017
Digital Products International,544187,Prospect,No,ProLogistix,"St. Louis, MO",(314) 621-3314,Matt Biehl,,900 N 23rd St,,Saint Louis,63106
Diode Dynamics,584886,Prospect,No,ProLogistix,"St. Louis, MO",(314) 205-3033,Matt Biehl,,4200 Shoreline Dr,,Earth City,63045
Distribution Management,490185,Prospect,No,ProLogistix,"St. Louis, MO",3142298301,House Account,4/7/19,4774 Park 370 Blvd,,Hazelwood,63042
Diversified Foam,412307,Prospect,No,ProLogistix,"St. Louis, MO",(314) 231-3340,House Account,,7140 Wellington Ct,,Saint Louis,63143
Diversified Packaging,603536,Prospect,No,ProLogistix,"St. Louis, MO",(314) 423-1515,Matt Biehl,,2101 Innerbelt Business Center Dr,,Saint Louis,63114
DMC2,645673,Prospect,No,ProLogistix,"St. Louis, MO",(314) 588-0900,Matt Biehl,,7171 Delmar Blvd #100,,Saint Louis,63130
Dodge Moving & Storage,512823,Prospect,No,ProLogistix,"St. Louis, MO",(314) 344-4300,Matt Biehl,,13390 Lakefront Dr,,Earth City,63045
Dollar General,710840,Customer,No,ProLogistix,"St. Louis, MO",6158554000,Jacob Taylor,2/21/21,7101 Hazelwood Ave,,Saint Louis,63134
Dollar General cold distribution/St. Louis,701988,Prospect,Yes,ProLogistix,"St. Louis, MO",(573) 310-7804,Craig Carmody,,7100 Hazelwood Ave.,,Saint Louis,63134
Dominos,552103,Prospect,No,ProLogistix,"St. Louis, MO",(636) 970-3030,Matt Biehl,,1 Cermak Blvd,,Saint Peters,63376
Dominos Pizza Distribution,209814,Prospect,,ProLogistix,"St. Louis, MO",(636) 970-3030,CRMADMIN Admin,,#1 Cermak Blvd,,SAINT PETERS,63376
Don Stevens,556309,Prospect,No,ProLogistix,"St. Louis, MO",(636) 660-0052,Matt Biehl,,105 Cassens Ct,,Fenton,63026
DoorWorks,638320,Prospect,No,ProLogistix,"St. Louis, MO",(866) 888-3667,Matt Biehl,,1510 Fairview Ave,,Saint Louis,63132
DoorWorks Golf Cart Enclosures,627027,Prospect,No,ProLogistix,"St. Louis, MO",(866) 888-3667,Matt Biehl,,1510 Fairview Ave,,Saint Louis,63132
Dr. Pepper Snapple Group,400928,Prospect,No,ProLogistix,"St. Louis, MO",(314) 895-7400,House Account,,555 James S McDonnell Blvd,,Hazelwood,63042
Drug Package,616092,Prospect,No,ProLogistix,"St. Louis, MO",(800) 325-6137,Matt Biehl,,901 Drug Package Ln,,O Fallon,63366
Dynaflex St. Louis,686959,Prospect,No,ProLogistix,"St. Louis, MO",(314) 426-4020,Craig Carmody,,10403 International Plaza Dr,,Saint Ann,63074
Dynamic Vending,407154,Prospect,No,ProLogistix,"St. Louis, MO",(314) 895-1685,House Account,5/26/13,5433 Eagle Industrial Ct,,Hazelwood,63042
E. J. Welch,686249,Prospect,No,ProLogistix,"St. Louis, MO",(314) 739-2273,Craig Carmody,,"13735 Lakefront Dr, Earth City",,Earth City,63045
E.J. Welch Co,544190,Prospect,No,ProLogistix,"St. Louis, MO",(314) 739-2273,Matt Biehl,,13735 Lakefront Dr,,Earth City,63045
Eagle Drayage & Warehouse Co,513920,Prospect,No,ProLogistix,"St. Louis, MO",(314) 395-9300,Matt Biehl,,2039 Innerbelt Business Center Dr.,,Saint Louis,63114
Eagle Fence Distributing,636331,Prospect,No,ProLogistix,"St. Louis, MO",(314) 356-9190,Matt Biehl,,5830,,Hazelwood,63042
Eastern Metal Supply,552090,Prospect,No,ProLogistix,"St. Louis, MO",(314) 344-3327,Matt Biehl,,2931 Elm Point Ind. Dr.,,Saint Charles,63301
EATON,599638,Prospect,No,ProLogistix,"St. Louis, MO",(636) 394-2877,Matt Biehl,,114 Old State Rd,,Ballwin,63021
Eclipse Advantage,661433,Customer,Yes,ProLogistix,"St. Louis, MO",(618) 931-5490,Matt Biehl,8/27/18,29 Gateway Commerce Center Dr W,,Edwardsville,62025
Eclipse Advantage,661449,Customer,Yes,ProLogistix,"St. Louis, MO",(618) 931-5490,Matt Biehl,8/27/18,29 Gateway Commerce Center Dr W,,Edwardsville,62025
Eclipse Advantage,672178,Prospect,Yes,ProLogistix,"St. Louis, MO",6362784700,Phillip Tallo,6/9/19,475 Pearl Dr,,Saint Peters,63376
Edy's Grand Ice Cream,557163,Prospect,No,ProLogistix,"St. Louis, MO",(314) 770-1111,Matt Biehl,,"3820 Ultra-Comp Dr, Earth City",,Earth City,63045
EJ Welch Company,738844,Customer,No,ProLogistix,"St. Louis, MO",3148886317,Will Skowyra,10/17/21,13735 Lakefront Drive,,Earth City,63045
Electrical Accessories,618791,Prospect,No,ProLogistix,"St. Louis, MO",(314) 892-1515,Matt Biehl,,4245 Gustine Ave,,Saint Louis,63116
Elite Printing & Packaging,774987,Prospect,No,ProLogistix,"St. Louis, MO",6365618970,Matt Biehl,,1601 Tradeport Drive Ste 900,,Hazelwood,63042
EMED Medical  Company,737825,Prospect,No,ProLogistix,"St. Louis, MO",3147396815,Will Skowyra,,11551 Adie Road,,Maryland Heights,63043
Energy Petroleum,400920,Prospect,No,ProLogistix,"St. Louis, MO",(314) 383-2130,House Account,,2130 Kienlen,,St. Louis,63121
Engineered Lubricants,593279,Prospect,No,ProLogistix,"St. Louis, MO",(314) 872-9540,Matt Biehl,,11525 Rock Island Court,,Maryland Heights,63043
EPC Inc,640048,Prospect,No,ProLogistix,"St. Louis, MO",(636) 443-1999,Matt Biehl,,"4416, 3941 Harry S Truman Blvd",,Saint Charles,63301
Esselte,218657,Customer,,ProLogistix,"St. Louis, MO",(636) 583-4400,CRMADMIN Admin,7/26/09,850 West Park,,UNION,63084
Essendant,439331,Customer,No,ProLogistix,"St. Louis, MO",(800) 733-4000 x25304,House Account,12/13/15,13257 Corporate Exchange Drive,,Bridgeton,63044
Essendant/Medco,541235,Customer,No,ProLogistix,"St. Louis, MO",(314) 492-6700,Matt Biehl,,810 N Jefferson Street,,Saint Louis,63106
Estes,589466,Prospect,No,ProLogistix,"St. Louis, MO",(636) 651-3595,Matt Biehl,,205 Soccer Park Road,,Fenton,63026
etrailer.com,633105,Prospect,No,ProLogistix,"St. Louis, MO",8002988924,Phillip Tallo,9/22/19,"1507 East Highway A,",,Wentzville,63385
Euro Gormet,597834,Prospect,No,ProLogistix,"St. Louis, MO",(636) 970-6400,Matt Biehl,,431 Brown Rd # 1,,Saint Peters,63376
Europa Market Co,596280,Prospect,No,ProLogistix,"St. Louis, MO",(314) 631-7288,Matt Biehl,,8100 Water St,,Saint Louis,63111
Events Direct,521032,Prospect,No,ProLogistix,"St. Louis, MO",(314) 298-0811,Matt Biehl,,4142 Rider Trail S #200,,Earth City,63045
Exel,209500,Prospect,,ProLogistix,"St. Louis, MO",(314) 731-3167,House Account,,630 Lambert Pointe Dr,,HAZELWOOD,63042
"Exel / Hazelwood, Mo / Chrysler",226470,Prospect,Yes,ProLogistix,"St. Louis, MO",3148950260,Matt Biehl,3/25/18,570 Polaris Parkway,,Westerville,43082
Exide,593302,Prospect,No,ProLogistix,"St. Louis, MO",(314) 770-0505,Matt Biehl,,13738 Rider Trail N,,Earth City,63045
Expeditors,562571,Prospect,Yes,ProLogistix,"St. Louis, MO",(314) 426-6606,House Account,,610 Lambert Pointe Dr,,Hazelwood,63042
Expeditors,211337,Prospect,Yes,ProLogistix,"St. Louis, MO",(314) 426-6606,House Account,,610 Lambert Pointe Dr,,HAZELWOOD,63042
Express Scripts,511633,Prospect,No,ProLogistix,"St. Louis, MO",(314) 587-4000,Matt Biehl,,8931 Springdale Ave,,Saint Louis,63134
F&H Food Equipment Co,673980,Customer,No,ProLogistix,"St. Louis, MO",(314) 770-0611,Matt Biehl,,384 Fee Fee Rd,,Maryland Heights,63043
FedEx Ground,543569,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,"1525 Woodson Rd,",,Saint Louis,63114
FedEx Smartpost,512817,Prospect,Yes,ProLogistix,"St. Louis, MO",(800) 463-3339,Matt Biehl,,13679 Rider Trail N,,Earth City,63045
"FedEx Supply Chain/GSK/Hazelwood, MO",778622,Prospect,Yes,ProLogistix,"St. Louis, MO",(317) 821-5117,Matt Biehl,3/24/24,6068 Aviator Drive,,Hazelwood,63042
"FedEx Supply Chain/Hershey/Edwardsville,IL",661440,Prospect,Yes,ProLogistix,"St. Louis, MO",(618) 791-4200,House Account,12/24/18,100 Enterprise Drive,,Edwardsville,62025
"FedEx Supply Chain/Hershey/Edwardsville,IL",661456,Prospect,Yes,ProLogistix,"St. Louis, MO",(618) 791-4200,House Account,12/24/18,100 Enterprise Drive,,Edwardsville,62025
"FedEx Supply Chain/Unilever/Edwardsville,IL",661439,Prospect,Yes,ProLogistix,"St. Louis, MO",(619) 797-3000,House Account,12/24/18,5620 Inner Park Drive,,Edwardsville,62025
"FedEx Supply Chain/Unilever/Edwardsville,IL",661455,Prospect,Yes,ProLogistix,"St. Louis, MO",(619) 797-3000,House Account,12/24/18,5620 Inner Park Drive,,Edwardsville,62025
"Ferguson Fire & Fabrication, Inc",409630,Prospect,No,ProLogistix,"St. Louis, MO",(314) 569-2184,House Account,11/2/14,2086 Westport Center Dr,,Saint Louis,63146
Fidelitone Logistics,459446,Prospect,No,ProLogistix,"St. Louis, MO",(314) 298-9911 x104,House Account,7/31/16,4142 Rider Trail North Suite 150,,Earth City,63045
Fidelitone/ Hazelwood/ MO,767917,Prospect,Yes,ProLogistix,"St. Louis, MO",(800) 475-0917,Matt Biehl,1/7/24,4690 Tradeport Industrial Court Ste 800,,Hazelwood,63042
Fields Foods,701121,Prospect,No,ProLogistix,"St. Louis, MO",(314) 241-3276,Craig Carmody,,1500 Lafayette Ave,,Saint Louis,63104
First American Resources Company,491226,Customer,No,ProLogistix,"St. Louis, MO",(314) 665-1491,Matt Biehl,,11701 Missouri Bottom Road,,Hazelwood,63042
Fiserve,700393,Prospect,No,ProLogistix,"St. Louis, MO",,Craig Carmody,,5875 N Lindbergh Blvd,,Hazelwood,63042
"Fitness Plus Equipment Services, Inc",600351,Prospect,No,ProLogistix,"St. Louis, MO",(636) 379-1952,Matt Biehl,,650 N Main Center #101,,Saint Charles,63301
Fki Logistex,208326,Prospect,,ProLogistix,"St. Louis, MO",(314) 993-4700,House Account,,9301 Olive Blvd,,SAINT LOUIS,63132
Fletcher-Reinhardt Company,728219,Customer,No,ProLogistix,"St. Louis, MO",3145060700,Jacob Taylor,4/13/25,3105 Corporate Exchange Court,,Bridgeton,63044
Fletcher-Reinhardt Company,208165,Prospect,,ProLogistix,"St. Louis, MO",(314) 506-0700,House Account,,3105 Corporate Exchange Court,,BRIDGETON,63044
Floor & Decor,697722,Prospect,No,ProLogistix,"St. Louis, MO",(314) 656-3610,Craig Carmody,,11968 Paul Mayer Ave,,Bridgeton,63044
Flopak,635364,Prospect,No,ProLogistix,"St. Louis, MO",3147366789,Jacob Taylor,10/14/18,1215 Dielman Industrial Ct,,Saint Louis,63132
Flying Colours Corp.,694946,Prospect,No,ProLogistix,"St. Louis, MO",(636) 530-7000,Craig Carmody,,657 N Bell Ave,,Chesterfield,63005
Foodbank,512822,Prospect,No,ProLogistix,"St. Louis, MO",(314) 292-6262,Matt Biehl,,70 Corporate Woods Dr,,Earth City,63045
Foodservice Center Inc,512395,Customer,No,ProLogistix,"St. Louis, MO",3147739300,Matt Biehl,5/20/18,2301 S Third St.,,Saint Louis,63104
Footwear Unlimited,520268,Customer,No,ProLogistix,"St. Louis, MO",(636) 343-9914,Matt Biehl,11/6/16,99 Larkin Williams Court,,Fenton,63026
Ford Equipment Supply,582943,Prospect,No,ProLogistix,"St. Louis, MO",(314) 231-8400,Matt Biehl,,2204 N Broadway,,Saint Louis,63102
Ford Food Service Equipment,510112,Prospect,No,ProLogistix,"St. Louis, MO",(314) 241-2266,Matt Biehl,,,,,63102
Forshaw,619869,Prospect,No,ProLogistix,"St. Louis, MO",(314) 874-4300,Matt Biehl,,13200 Corporate Exchange Dr,,Bridgeton,63044
Forward Air,582563,Prospect,No,ProLogistix,"St. Louis, MO",(314) 731-4077,Matt Biehl,,6111 James S McDonnell Blvd,,Saint Louis,63134
Foundation Care Pharmacy,584309,Prospect,No,ProLogistix,"St. Louis, MO",(314) 291-1122,Matt Biehl,,4010 Wedgeway Ct,,Earth City,63045
French Gerleman,407746,Prospect,No,ProLogistix,"St. Louis, MO",(314) 569-3122,House Account,7/28/13,2023 Westport Center Dr,,St Louis,63146
French Gerleman,552387,Prospect,No,ProLogistix,"St. Louis, MO",(314) 569-3122,Matt Biehl,,2023 Westport Center Dr,,Saint Louis,63146
Fresh Warehousing,210774,Customer,,ProLogistix,"St. Louis, MO",(618) 271-5500,House Account,10/17/10,4300 Church Rd,,EAST SAINT LOUIS,62206
Fresh Warehousing - Bridgeton,733660,Customer,No,ProLogistix,"St. Louis, MO",6186467013,Will Skowyra,3/20/22,303 Rock Industrial Park Drive,,Bridgeton,63044
Fresh Warehousing - Downtown Stl,214394,Prospect,,ProLogistix,"St. Louis, MO",(314) 803-6310,House Account,,760 South Second Street,,SAINT LOUIS,63102
Friend Tire Co,552106,Prospect,No,ProLogistix,"St. Louis, MO",(636) 724-6441,Matt Biehl,,205 Fountain Lakes Industrial Dr,,Saint Charles,63301
Frito-Lay,544184,Prospect,Yes,ProLogistix,"St. Louis, MO",(314) 506-5150,Matt Biehl,,13236 Corporate Exchange Dr,,Bridgeton,63044
Front Row Produce,492445,Customer,No,ProLogistix,"St. Louis, MO",3144235700,Matt Biehl,2/24/19,1762 Belt Way Drive,,Saint Louis,63114
Frost Supply,593129,Prospect,No,ProLogistix,"St. Louis, MO",(314) 567-4004,Matt Biehl,,2429 Schuetz Road,,Maryland Heights,63043
